Source,Destination,Distance(M),Distance 4-digit(M)
City_27,City_54,1760901,1760
City_27,City_53,1774798,1774
City_27,City_19,1485348,1485
City_27,City_12,777379,7773
City_27,City_46,1015746,1015
City_27,City_45,1016763,1016
City_27,City_51,1036924,1036
City_27,City_6,1574043,1574
City_27,City_20,1506713,1506
City_27,City_56,1522457,1522
City_27,City_35,1054375,1054
City_27,City_48,1167781,1167
City_27,City_57,1566594,1566
City_27,City_58,1517352,1517
City_27,City_42,665329,6653
City_27,City_13,1190528,1190
City_27,City_14,1189907,1189
City_27,City_37,251408,2514
City_27,City_30,136733,1367
City_27,City_5,1901068,1901
City_27,City_41,1026948,1026
City_27,City_52,1694501,1694
City_27,City_26,462239,4622
City_27,City_21,1594457,1594
City_27,City_28,69478,6947
City_27,City_36,615364,6153
City_27,City_44,884680,8846
City_27,City_43,883453,8834
City_27,City_10,556919,5569
City_27,City_32,650879,6508
City_27,City_33,647452,6474
City_27,City_3,1750960,1750
City_27,City_9,888908,8889
City_27,City_34,1047288,1047
City_27,City_59,1228748,1228
City_27,City_16,1415545,1415
City_27,City_29,76643,7664
City_27,City_8,159893,1598
City_27,City_40,1005616,1005
City_27,City_11,584445,5844
City_27,City_23,95464,9546
City_27,City_4,1101233,1101
City_27,City_25,46299,4629
City_27,City_15,1374436,1374
City_27,City_55,1600489,1600
City_27,City_39,164584,1645
City_27,City_49,658576,6585
City_27,City_17,1410916,1410
City_27,City_38,299940,2999
City_27,City_0,227931,2279
City_27,City_1,216223,2162
City_27,City_22,133784,1337
City_27,City_2,202129,2021
City_27,City_18,1397813,1397
City_27,City_50,614360,6143
City_27,City_60,2051838,2051
City_27,City_7,1827079,1827
City_27,City_61,665119,6651
City_55,City_24,1554957,1554
City_55,City_47,2138289,2138
City_55,City_31,1640281,1640
City_55,City_54,259826,2598
City_55,City_53,246858,2468
City_55,City_19,2872082,2872
City_55,City_12,1031163,1031
City_55,City_46,2045217,2045
City_55,City_45,2046131,2046
City_55,City_51,2611335,2611
City_55,City_6,2351007,2351
City_55,City_20,2874383,2874
City_55,City_56,2403408,2403
City_55,City_35,803723,8037
City_55,City_48,2276761,2276
City_55,City_57,2449979,2449
City_55,City_58,2384920,2384
City_55,City_42,1787937,1787
City_55,City_13,1137644,1137
City_55,City_14,1140255,1140
City_55,City_37,1789922,1789
City_55,City_30,1487952,1487
City_55,City_5,302852,3028
City_55,City_41,1807248,1807
City_55,City_52,2724795,2724
City_55,City_26,1255942,1255
City_55,City_21,2723852,2723
City_55,City_28,1588855,1588
City_55,City_36,1254447,1254
City_55,City_44,1680576,1680
City_55,City_43,1683178,1683
City_55,City_10,1122501,1122
City_55,City_32,1996435,1996
City_55,City_33,1976616,1976
City_55,City_3,1319819,1319
City_55,City_9,632122,6321
City_55,City_34,868436,8684
City_55,City_59,1745581,1745
City_55,City_16,2772124,2772
City_55,City_29,1611828,1611
City_55,City_8,1579871,1579
City_55,City_40,1785916,1785
City_55,City_11,1068958,1068
City_55,City_23,1562237,1562
City_55,City_4,686900,6869
City_55,City_25,1610004,1610
City_55,City_15,2766108,2766
City_55,City_27,1597775,1597
City_55,City_39,1777321,1777
City_55,City_49,2276934,2276
City_55,City_17,2764391,2764
City_55,City_38,1846339,1846
City_55,City_0,1701636,1701
City_55,City_1,1682338,1682
City_55,City_22,1522449,1522
City_55,City_2,1677985,1677
City_55,City_18,2771832,2771
City_55,City_50,2232718,2232
City_55,City_60,2294829,2294
City_55,City_7,2538142,2538
City_55,City_61,2283477,2283
City_39,City_24,285891,2858
City_39,City_47,874045,8740
City_39,City_31,199460,1994
City_39,City_54,1939699,1939
City_39,City_53,1953596,1953
City_39,City_19,1353901,1353
City_39,City_12,908225,9082
City_39,City_46,940351,9403
City_39,City_45,941368,9413
City_39,City_51,905477,9054
City_39,City_6,1588240,1588
City_39,City_20,1375266,1375
City_39,City_56,1528030,1528
City_39,City_35,1233173,1233
City_39,City_48,1060670,1060
City_39,City_57,1572167,1572
City_39,City_58,1522925,1522
City_39,City_42,669189,6691
City_39,City_13,1321374,1321
City_39,City_14,1320753,1320
City_39,City_37,201863,2018
City_39,City_30,302755,3027
City_39,City_5,2079866,2079
City_39,City_41,1105076,1105
City_39,City_52,1619106,1619
City_39,City_26,593085,5930
City_39,City_21,1486467,1486
City_39,City_28,235500,2355
City_39,City_36,746210,7462
City_39,City_44,947686,9476
City_39,City_43,946459,9464
City_39,City_10,698101,6981
City_39,City_32,509217,5092
City_39,City_33,504801,5048
City_39,City_3,1881806,1881
City_39,City_9,1075797,1075
City_39,City_34,1222756,1222
City_39,City_59,1299019,1299
City_39,City_16,1284098,1284
City_39,City_29,241117,2411
City_39,City_8,290739,2907
City_39,City_40,1083744,1083
City_39,City_11,771334,7713
City_39,City_23,226310,2263
City_39,City_4,1280031,1280
City_39,City_25,177145,1771
City_39,City_15,1242989,1242
City_39,City_27,166554,1665
City_39,City_55,1779287,1779
City_39,City_49,539063,5390
City_39,City_17,1279469,1279
City_39,City_38,217722,2177
City_39,City_0,216291,2162
City_39,City_1,237236,2372
City_39,City_22,264630,2646
City_39,City_2,217369,2173
City_39,City_18,1266366,1266
City_39,City_50,494847,4948
City_39,City_60,2122109,2122
City_39,City_7,1832652,1832
City_39,City_61,545606,5456
City_49,City_24,731507,7315
City_49,City_47,829992,8299
City_49,City_31,646312,6463
City_49,City_54,2438070,2438
City_49,City_53,2451967,2451
City_49,City_19,1019659,1019
City_49,City_12,1414266,1414
City_49,City_46,1043363,1043
City_49,City_45,1041556,1041
City_49,City_51,381952,3819
City_49,City_6,1818186,1818
City_49,City_20,1041024,1041
City_49,City_56,1757976,1757
City_49,City_35,1722564,1722
City_49,City_48,1016617,1016
City_49,City_57,1775258,1775
City_49,City_58,1752871,1752
City_49,City_42,906757,9067
City_49,City_13,1781893,1781
City_49,City_14,1781272,1781
City_49,City_37,518492,5184
City_49,City_30,789362,7893
City_49,City_5,2578237,2578
City_49,City_41,1362823,1362
City_49,City_52,1611197,1611
City_49,City_26,1099126,1099
City_49,City_21,1366829,1366
City_49,City_28,698036,6980
City_49,City_36,1206729,1206
City_49,City_44,1205433,1205
City_49,City_43,1204206,1204
City_49,City_10,1204142,1204
City_49,City_32,553834,5538
City_49,City_33,575420,5754
City_49,City_3,2361366,2361
City_49,City_9,1563652,1563
City_49,City_34,1728797,1728
City_49,City_59,1702482,1702
City_49,City_16,1011641,1011
City_49,City_29,687969,6879
City_49,City_8,746708,7467
City_49,City_40,1341491,1341
City_49,City_11,1259189,1259
City_49,City_23,732351,7323
City_49,City_4,1769422,1769
City_49,City_25,683186,6831
City_49,City_15,920526,9205
City_49,City_27,659734,6597
City_49,City_55,2277658,2277
City_49,City_39,539682,5396
City_49,City_17,998902,9989
City_49,City_38,461683,4616
City_49,City_0,628905,6289
City_49,City_1,665724,6657
City_49,City_22,770671,7706
City_49,City_2,645857,6458
City_49,City_18,965382,9653
City_49,City_50,53828,5382
City_49,City_60,2525572,2525
City_49,City_7,2062598,2062
City_49,City_61,7456,7456
City_17,City_24,1521896,1521
City_17,City_47,634581,6345
City_17,City_31,1435465,1435
City_17,City_54,2921702,2921
City_17,City_53,2935599,2935
City_17,City_19,127478,1274
City_17,City_12,1764699,1764
City_17,City_46,821844,8218
City_17,City_45,820037,8200
City_17,City_51,632222,6322
City_17,City_6,1439712,1439
City_17,City_20,120534,1205
City_17,City_56,1294276,1294
City_17,City_35,1998971,1998
City_17,City_48,588065,5880
City_17,City_57,1289430,1289
City_17,City_58,1310312,1310
City_17,City_42,1000208,1000
City_17,City_13,1864682,1864
City_17,City_14,1864061,1864
City_17,City_37,1382656,1382
City_17,City_30,1515350,1515
City_17,City_5,3061869,3061
City_17,City_41,1373297,1373
City_17,City_52,921115,9211
City_17,City_26,1554302,1554
City_17,City_21,492254,4922
City_17,City_28,1482554,1482
City_17,City_36,1521543,1521
City_17,City_44,1197546,1197
City_17,City_43,1197961,1197
City_17,City_10,1668892,1668
City_17,City_32,803380,8033
City_17,City_33,804912,8049
City_17,City_3,2435498,2435
City_17,City_9,2168701,2168
City_17,City_34,1933117,1933
City_17,City_59,1712823,1712
City_17,City_16,41553,4155
City_17,City_29,1477122,1477
City_17,City_8,1317524,1317
City_17,City_40,1351965,1351
City_17,City_11,1864238,1864
City_17,City_23,1376949,1376
City_17,City_4,2113637,2113
City_17,City_25,1401492,1401
City_17,City_15,95366,9536
City_17,City_27,1413608,1413
City_17,City_55,2761290,2761
City_17,City_39,1280695,1280
City_17,City_49,998621,9986
City_17,City_38,1375495,1375
City_17,City_0,1444983,1444
City_17,City_1,1465928,1465
City_17,City_22,1381764,1381
City_17,City_2,1446061,1446
City_17,City_18,38481,3848
City_17,City_50,1050028,1050
City_17,City_60,2452936,2452
City_17,City_7,1568230,1568
City_17,City_61,996240,9962
City_38,City_24,297780,2977
City_38,City_47,970044,9700
City_38,City_31,232440,2324
City_38,City_54,2005976,2005
City_38,City_53,2019873,2019
City_38,City_19,1449900,1449
City_38,City_12,1055895,1055
City_38,City_46,1145307,1145
City_38,City_45,1146324,1146
City_38,City_51,838074,8380
City_38,City_6,1793196,1793
City_38,City_20,1471265,1471
City_38,City_56,1732986,1732
City_38,City_35,1308692,1308
City_38,City_48,1156669,1156
City_38,City_57,1777123,1777
City_38,City_58,1727881,1727
City_38,City_42,874145,8741
City_38,City_13,1474257,1474
City_38,City_14,1473636,1473
City_38,City_37,67652,6765
City_38,City_30,375490,3754
City_38,City_5,2146143,2146
City_38,City_41,1304477,1304
City_38,City_52,1751249,1751
City_38,City_26,740755,7407
City_38,City_21,1582466,1582
City_38,City_28,284164,2841
City_38,City_36,899093,8990
City_38,City_44,1162209,1162
City_38,City_43,1160982,1160
City_38,City_10,811236,8112
City_38,City_32,655580,6555
City_38,City_33,650409,6504
City_38,City_3,1979722,1979
City_38,City_9,1131558,1131
City_38,City_34,1301605,1301
City_38,City_59,1506277,1506
City_38,City_16,1380097,1380
City_38,City_29,274097,2740
City_38,City_8,448743,4487
City_38,City_40,1283145,1283
City_38,City_11,827095,8270
City_38,City_23,384314,3843
City_38,City_4,1378382,1378
City_38,City_25,335149,3351
City_38,City_15,1338988,1338
City_38,City_27,299960,2999
City_38,City_55,1845564,1845
City_38,City_39,224523,2245
City_38,City_49,461846,4618
City_38,City_17,1375468,1375
City_38,City_0,192391,1923
City_38,City_1,231672,2316
City_38,City_22,422634,4226
City_38,City_2,211805,2118
City_38,City_18,1362365,1362
City_38,City_50,417630,4176
City_38,City_60,2329367,2329
City_38,City_7,2037608,2037
City_38,City_61,468389,4683
City_0,City_24,155735,1557
City_0,City_47,1038299,1038
City_0,City_31,117565,1175
City_0,City_54,1863931,1863
City_0,City_53,1877828,1877
City_0,City_19,1518155,1518
City_0,City_12,922795,9227
City_0,City_46,1151682,1151
City_0,City_45,1152699,1152
City_0,City_51,1004479,1004
City_0,City_6,1763841,1763
City_0,City_20,1539520,1539
City_0,City_56,1712255,1712
City_0,City_35,1201804,1201
City_0,City_48,1224924,1224
City_0,City_57,1756392,1756
City_0,City_58,1707150,1707
City_0,City_42,842098,8420
City_0,City_13,1344060,1344
City_0,City_14,1344743,1344
City_0,City_37,136569,1365
City_0,City_30,252671,2526
City_0,City_5,2004098,2004
City_0,City_41,1221971,1221
City_0,City_52,1819504,1819
City_0,City_26,625876,6258
City_0,City_21,1650721,1650
City_0,City_28,169285,1692
City_0,City_36,784214,7842
City_0,City_44,1079703,1079
City_0,City_43,1078476,1078
City_0,City_10,721273,7212
City_0,City_32,694847,6948
City_0,City_33,690431,6904
City_0,City_3,1885601,1885
City_0,City_9,989513,9895
City_0,City_34,1194717,1194
City_0,City_59,1434704,1434
City_0,City_16,1448352,1448
City_0,City_29,159218,1592
City_0,City_8,354916,3549
City_0,City_40,1200639,1200
City_0,City_11,685050,6850
City_0,City_23,298902,2989
City_0,City_4,1236337,1236
City_0,City_25,259080,2590
City_0,City_15,1407243,1407
City_0,City_27,228615,2286
City_0,City_55,1703519,1703
City_0,City_39,214361,2143
City_0,City_49,628251,6282
City_0,City_17,1443723,1443
City_0,City_38,192986,1929
City_0,City_1,47797,4779
City_0,City_22,328467,3284
City_0,City_2,26341,2634
City_0,City_18,1430620,1430
City_0,City_50,584035,5840
City_0,City_60,2249448,2249
City_0,City_7,2016877,2016
City_0,City_61,634794,6347
City_1,City_24,135012,1350
City_1,City_47,1062126,1062
City_1,City_31,97897,9789
City_1,City_54,1843208,1843
City_1,City_53,1857105,1857
City_1,City_19,1541982,1541
City_1,City_12,902072,9020
City_1,City_46,1152967,1152
City_1,City_45,1153984,1153
City_1,City_51,1044405,1044
City_1,City_6,1749398,1749
City_1,City_20,1563347,1563
City_1,City_56,1697812,1697
City_1,City_35,1181081,1181
City_1,City_48,1248751,1248
City_1,City_57,1741949,1741
City_1,City_58,1692707,1692
City_1,City_42,830289,8302
City_1,City_13,1323337,1323
City_1,City_14,1324020,1324
City_1,City_37,178682,1786
City_1,City_30,231948,2319
City_1,City_5,1983375,1983
City_1,City_41,1202303,1202
City_1,City_52,1843331,1843
City_1,City_26,606208,6062
City_1,City_21,1674548,1674
City_1,City_28,149617,1496
City_1,City_36,764546,7645
City_1,City_44,1060035,1060
City_1,City_43,1058808,1058
City_1,City_10,700550,7005
City_1,City_32,718674,7186
City_1,City_33,714258,7142
City_1,City_3,1864878,1864
City_1,City_9,968790,9687
City_1,City_34,1173994,1173
City_1,City_59,1415036,1415
City_1,City_16,1472179,1472
City_1,City_29,139550,1395
City_1,City_8,335248,3352
City_1,City_40,1180971,1180
City_1,City_11,664327,6643
City_1,City_23,279234,2792
City_1,City_4,1215614,1215
City_1,City_25,239412,2394
City_1,City_15,1431070,1431
City_1,City_27,216880,2168
City_1,City_55,1682796,1682
City_1,City_39,238188,2381
City_1,City_49,668177,6681
City_1,City_17,1467550,1467
City_1,City_38,235099,2350
City_1,City_0,50615,5061
City_1,City_22,308799,3087
City_1,City_2,25038,2503
City_1,City_18,1454447,1454
City_1,City_50,623961,6239
City_1,City_60,2229780,2229
City_1,City_7,2002434,2002
City_1,City_61,674720,6747
City_22,City_24,250210,2502
City_22,City_47,890031,8900
City_22,City_31,220922,2209
City_22,City_54,1685860,1685
City_22,City_53,1699757,1699
City_22,City_19,1457544,1457
City_22,City_12,654386,6543
City_22,City_46,916594,9165
City_22,City_45,917611,9176
City_22,City_51,1088535,1088
City_22,City_6,1451855,1451
City_22,City_20,1478909,1478
City_22,City_56,1400269,1400
City_22,City_35,979334,9793
City_22,City_48,1068629,1068
City_22,City_57,1444406,1444
City_22,City_58,1395164,1395
City_22,City_42,543141,5431
City_22,City_13,1067535,1067
City_22,City_14,1066914,1066
City_22,City_37,374271,3742
City_22,City_30,141709,1417
City_22,City_5,1826027,1826
City_22,City_41,904760,9047
City_22,City_52,1595349,1595
City_22,City_26,339246,3392
City_22,City_21,1495305,1495
City_22,City_28,171225,1712
City_22,City_36,492371,4923
City_22,City_44,762492,7624
City_22,City_43,761265,7612
City_22,City_10,444262,4442
City_22,City_32,598797,5987
City_22,City_33,578106,5781
City_22,City_3,1627967,1627
City_22,City_9,821958,8219
City_22,City_34,968917,9689
City_22,City_59,1106560,1106
City_22,City_16,1388385,1388
City_22,City_29,182178,1821
City_22,City_8,74638,7463
City_22,City_40,883428,8834
City_22,City_11,517495,5174
City_22,City_23,48698,4869
City_22,City_4,1026192,1026
City_22,City_25,95689,9568
City_22,City_15,1346632,1346
City_22,City_27,132643,1326
City_22,City_55,1525448,1525
City_22,City_39,263006,2630
City_22,City_49,768932,7689
City_22,City_17,1380652,1380
City_22,City_38,422803,4228
City_22,City_0,328394,3283
City_22,City_1,309435,3094
City_22,City_2,306526,3065
City_22,City_18,1370009,1370
City_22,City_50,724716,7247
City_22,City_60,1929650,1929
City_22,City_7,1704891,1704
City_22,City_61,775475,7754
City_2,City_24,129962,1299
City_2,City_47,1039975,1039
City_2,City_31,95425,9542
City_2,City_54,1838158,1838
City_2,City_53,1852055,1852
City_2,City_19,1519831,1519
City_2,City_12,897022,8970
City_2,City_46,1138570,1138
City_2,City_45,1139587,1139
City_2,City_51,1022254,1022
City_2,City_6,1737635,1737
City_2,City_20,1541196,1541
City_2,City_56,1686049,1686
City_2,City_35,1176031,1176
City_2,City_48,1226600,1226
City_2,City_57,1730186,1730
City_2,City_58,1680944,1680
City_2,City_42,815892,8158
City_2,City_13,1318287,1318
City_2,City_14,1318970,1318
City_2,City_37,156531,1565
City_2,City_30,226898,2268
City_2,City_5,1978325,1978
City_2,City_41,1199831,1199
City_2,City_52,1821180,1821
City_2,City_26,603736,6037
City_2,City_21,1652397,1652
City_2,City_28,147145,1471
City_2,City_36,762074,7620
City_2,City_44,1057563,1057
City_2,City_43,1056336,1056
City_2,City_10,695500,6955
City_2,City_32,696523,6965
City_2,City_33,692107,6921
City_2,City_3,1859828,1859
City_2,City_9,963740,9637
City_2,City_34,1168944,1168
City_2,City_59,1412564,1412
City_2,City_16,1450028,1450
City_2,City_29,137078,1370
City_2,City_8,332776,3327
City_2,City_40,1178499,1178
City_2,City_11,659277,6592
City_2,City_23,276762,2767
City_2,City_4,1210564,1210
City_2,City_25,236940,2369
City_2,City_15,1408919,1408
City_2,City_27,202483,2024
City_2,City_55,1677746,1677
City_2,City_39,216037,2160
City_2,City_49,646026,6460
City_2,City_17,1445399,1445
City_2,City_38,212948,2129
City_2,City_0,26003,2600
City_2,City_1,24212,2421
City_2,City_22,306327,3063
City_2,City_18,1432296,1432
City_2,City_50,601810,6018
City_2,City_60,2227308,2227
City_2,City_7,1990671,1990
City_2,City_61,652569,6525
City_18,City_24,1506876,1506
City_18,City_47,641056,6410
City_18,City_31,1420445,1420
City_18,City_54,2928177,2928
City_18,City_53,2942074,2942
City_18,City_19,97757,9775
City_18,City_12,1771174,1771
City_18,City_46,845674,8456
City_18,City_45,843867,8438
City_18,City_51,598095,5980
City_18,City_6,1456594,1456
City_18,City_20,119122,1191
City_18,City_56,1329077,1329
City_18,City_35,2005446,2005
City_18,City_48,604947,6049
City_18,City_57,1324231,1324
City_18,City_58,1345113,1345
City_18,City_42,1006683,1006
City_18,City_13,1871157,1871
City_18,City_14,1870536,1870
City_18,City_37,1367636,1367
City_18,City_30,1499952,1499
City_18,City_5,3068344,3068
City_18,City_41,1379772,1379
City_18,City_52,955916,9559
City_18,City_26,1550758,1550
City_18,City_21,527055,5270
City_18,City_28,1467534,1467
City_18,City_36,1528018,1528
City_18,City_44,1204021,1204
City_18,City_43,1204436,1204
City_18,City_10,1665348,1665
City_18,City_32,799836,7998
City_18,City_33,801368,8013
City_18,City_3,2441973,2441
City_18,City_9,2165157,2165
City_18,City_34,1939592,1939
City_18,City_59,1719298,1719
City_18,City_16,76354,7635
City_18,City_29,1462102,1462
City_18,City_8,1305036,1305
City_18,City_40,1358440,1358
City_18,City_11,1860694,1860
City_18,City_23,1364461,1364
City_18,City_4,2120112,2120
City_18,City_25,1389004,1389
City_18,City_15,61239,6123
City_18,City_27,1398588,1398
City_18,City_55,2767765,2767
City_18,City_39,1265675,1265
City_18,City_49,964494,9644
City_18,City_17,37948,3794
City_18,City_38,1360475,1360
City_18,City_0,1429963,1429
City_18,City_1,1450908,1450
City_18,City_22,1369276,1369
City_18,City_2,1431041,1431
City_18,City_50,1015901,1015
City_18,City_60,2469818,2469
City_18,City_7,1603031,1603
City_18,City_61,962113,9621
City_50,City_24,686524,6865
City_50,City_47,859246,8592
City_50,City_31,601329,6013
City_50,City_54,2393087,2393
City_50,City_53,2406984,2406
City_50,City_19,1067812,1067
City_50,City_12,1369283,1369
City_50,City_46,1072617,1072
City_50,City_45,1070810,1070
City_50,City_51,430105,4301
City_50,City_6,1847440,1847
City_50,City_20,1089177,1089
City_50,City_56,1787230,1787
City_50,City_35,1677581,1677
City_50,City_48,1045871,1045
City_50,City_57,1804512,1804
City_50,City_58,1782125,1782
City_50,City_42,936011,9360
City_50,City_13,1782432,1782
City_50,City_14,1781811,1781
City_50,City_37,473509,4735
City_50,City_30,744379,7443
City_50,City_5,2533254,2533
City_50,City_41,1392077,1392
City_50,City_52,1640451,1640
City_50,City_26,1054143,1054
City_50,City_21,1396083,1396
City_50,City_28,653053,6530
City_50,City_36,1207268,1207
City_50,City_44,1234687,1234
City_50,City_43,1233460,1233
City_50,City_10,1159159,1159
City_50,City_32,583088,5830
City_50,City_33,604674,6046
City_50,City_3,2342864,2342
City_50,City_9,1518669,1518
City_50,City_34,1683814,1683
City_50,City_59,1731736,1731
City_50,City_16,1059794,1059
City_50,City_29,642986,6429
City_50,City_8,751797,7517
City_50,City_40,1370745,1370
City_50,City_11,1214206,1214
City_50,City_23,687368,6873
City_50,City_4,1724439,1724
City_50,City_25,638203,6382
City_50,City_15,968679,9686
City_50,City_27,614751,6147
City_50,City_55,2232675,2232
City_50,City_39,494699,4946
City_50,City_49,53877,5387
City_50,City_17,1047055,1047
City_50,City_38,416700,4167
City_50,City_0,583922,5839
City_50,City_1,620741,6207
City_50,City_22,725688,7256
City_50,City_2,600874,6008
City_50,City_18,1013535,1013
City_50,City_60,2554826,2554
City_50,City_7,2091852,2091
City_50,City_61,60420,6042
City_60,City_24,2146402,2146
City_60,City_47,1870194,1870
City_60,City_31,2139696,2139
City_60,City_54,2452450,2452
City_60,City_53,2466347,2466
City_60,City_19,2603987,2603
City_60,City_12,1544430,1544
City_60,City_46,1675451,1675
City_60,City_45,1676365,1676
City_60,City_51,2570260,2570
City_60,City_6,1018272,1018
City_60,City_20,2606288,2606
City_60,City_56,1188890,1188
City_60,City_35,1530059,1530
City_60,City_48,1906995,1906
City_60,City_57,1216554,1216
City_60,City_58,1177643,1177
City_60,City_42,1586135,1586
City_60,City_13,1200879,1200
City_60,City_14,1197949,1197
City_60,City_37,2289958,2289
City_60,City_30,2030473,2030
City_60,City_5,2592617,2592
City_60,City_41,1143573,1143
City_60,City_52,1586184,1586
City_60,City_26,1676196,1676
City_60,City_21,2063354,2063
City_60,City_28,2089999,2089
City_60,City_36,1516366,1516
City_60,City_44,1310810,1310
City_60,City_43,1313412,1313
City_60,City_10,1690555,1690
City_60,City_32,1940632,1940
City_60,City_33,1920813,1920
City_60,City_3,1144574,1144
City_60,City_9,2102316,2102
City_60,City_34,1460994,1460
City_60,City_59,844458,8444
City_60,City_16,2461547,2461
City_60,City_29,2109270,2109
City_60,City_8,1910766,1910
City_60,City_40,1152267,1152
City_60,City_11,1865004,1865
City_60,City_23,1966756,1966
City_60,City_4,1625764,1625
City_60,City_25,2023556,2023
City_60,City_15,2519119,2519
City_60,City_27,2060510,2060
City_60,City_55,2292038,2292
City_60,City_39,2124559,2124
City_60,City_49,2486667,2486
City_60,City_17,2496296,2496
City_60,City_38,2332351,2332
City_60,City_0,2247168,2247
City_60,City_1,2228209,2228
City_60,City_22,1932182,1932
City_60,City_2,2225300,2225
City_60,City_18,2503737,2503
City_60,City_50,2514355,2514
City_60,City_7,1120654,1120
City_60,City_61,2494485,2494
City_7,City_24,1944051,1944
City_7,City_47,1268844,1268
City_7,City_31,1914763,1914
City_7,City_54,2655467,2655
City_7,City_53,2669364,2669
City_7,City_19,1695805,1695
City_7,City_12,1555033,1555
City_7,City_46,1053421,1053
City_7,City_45,1056540,1056
City_7,City_51,1950560,1950
City_7,City_6,258888,2588
City_7,City_20,1677564,1677
City_7,City_56,324199,3241
City_7,City_35,1698077,1698
City_7,City_48,1074254,1074
City_7,City_57,332304,3323
City_7,City_58,330519,3305
City_7,City_42,1178313,1178
City_7,City_13,1369418,1369
City_7,City_14,1369114,1369
City_7,City_37,2042039,2042
City_7,City_30,1829700,1829
City_7,City_5,2795634,2795
City_7,City_41,861291,8612
City_7,City_52,670468,6704
City_7,City_26,1601452,1601
City_7,City_21,1165556,1165
City_7,City_28,1865066,1865
City_7,City_36,1444835,1444
City_7,City_44,1009705,1009
City_7,City_43,1012307,1012
City_7,City_10,1616846,1616
City_7,City_32,1515731,1515
City_7,City_33,1495912,1495
City_7,City_3,1604413,1604
City_7,City_9,2182556,2182
City_7,City_34,1632223,1632
City_7,City_59,774262,7742
City_7,City_16,1535031,1535
City_7,City_29,1883005,1883
City_7,City_8,1683458,1683
City_7,City_40,842683,8426
City_7,City_11,1880069,1880
City_7,City_23,1739448,1739
City_7,City_4,1828696,1828
City_7,City_25,1796248,1796
City_7,City_15,1635588,1635
City_7,City_27,1833202,1833
City_7,City_55,2495055,2495
City_7,City_39,1831518,1831
City_7,City_49,2061766,2061
City_7,City_17,1573919,1573
City_7,City_38,2035402,2035
City_7,City_0,2018448,2018
City_7,City_1,2006725,2006
City_7,City_22,1704874,1704
City_7,City_2,1992631,1992
City_7,City_18,1607892,1607
City_7,City_50,2089454,2089
City_7,City_60,1123294,1123
City_7,City_61,2069584,2069
City_61,City_24,737763,7377
City_61,City_47,831613,8316
City_61,City_31,652568,6525
City_61,City_54,2444326,2444
City_61,City_53,2458223,2458
City_61,City_19,1014465,1014
City_61,City_12,1420522,1420
City_61,City_46,1044984,1044
City_61,City_45,1043177,1043
City_61,City_51,376758,3767
City_61,City_6,1819807,1819
City_61,City_20,1035830,1035
City_61,City_56,1759597,1759
City_61,City_35,1728820,1728
City_61,City_48,1018238,1018
City_61,City_57,1776879,1776
City_61,City_58,1754492,1754
City_61,City_42,908378,9083
City_61,City_13,1783514,1783
City_61,City_14,1782893,1782
City_61,City_37,524748,5247
City_61,City_30,795618,7956
City_61,City_5,2584493,2584
City_61,City_41,1364444,1364
City_61,City_52,1612818,1612
City_61,City_26,1105382,1105
City_61,City_21,1368450,1368
City_61,City_28,704292,7042
City_61,City_36,1208350,1208
City_61,City_44,1207054,1207
City_61,City_43,1205827,1205
City_61,City_10,1210398,1210
City_61,City_32,555455,5554
City_61,City_33,577041,5770
City_61,City_3,2362987,2362
City_61,City_9,1569908,1569
City_61,City_34,1732935,1732
City_61,City_59,1704103,1704
City_61,City_16,1006447,1006
City_61,City_29,694225,6942
City_61,City_8,748329,7483
City_61,City_40,1343112,1343
City_61,City_11,1265445,1265
City_61,City_23,738607,7386
City_61,City_4,1775678,1775
City_61,City_25,689442,6894
City_61,City_15,915332,9153
City_61,City_27,665990,6659
City_61,City_55,2283914,2283
City_61,City_39,545938,5459
City_61,City_49,6010,6010
City_61,City_17,993708,9937
City_61,City_38,467939,4679
City_61,City_0,635161,6351
City_61,City_1,671980,6719
City_61,City_22,776927,7769
City_61,City_2,652113,6521
City_61,City_18,960188,9601
City_61,City_50,60084,6008
City_61,City_60,2527193,2527
City_61,City_7,2064219,2064
